_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
650,A1389779,TUMBLINA,OTHER,WHITE,,RABBIT SH,FEMALE,2022-07-25,3,2025-07-25,MED EMERG,STRAY,FIELD,,2025-07-25,RESCUE,,MED EMERG,UNKNOWN,SAN JOSE,2025-07-25
651,A1389780,LINK,KITTEN,TABBY-BRN,TABBY-GRAY,DOMESTIC SH,SPAYED,2025-07-18,0,2025-07-25,NURSING,STRAY,OTC,,2025-09-03,ADOPTION,,HEALTHY,BOLLINGER RD/ BLANEY AVE,SAN JOSE,2025-09-03
652,A1389781,TAILS,KITTEN,WHITE,BLACK,DOMESTIC SH,NEUTERED,2025-07-19,0,2025-07-25,NURSING,STRAY,OTC,,2025-09-06,RESCUE,,HEALTHY,BOLLINGER RD/ BLANEY AVE,SAN JOSE,2025-09-06
653,A1389783,LUNA,KITTEN,BLACK,,DOMESTIC MH,SPAYED,2025-06-01,0,2025-07-25,MED R,STRAY,MEDVET,,2025-08-26,ADOPTION,,HEALTHY,OAKLAND RD. / FOX LN.,SAN JOSE,2025-08-26
654,A1389784,CIELO,KITTEN,BLACK,WHITE,DOMESTIC MH,NEUTERED,2025-06-01,0,2025-07-25,MED R,STRAY,MEDVET,,2025-08-24,ADOPTION,,HEALTHY,OAKLAND RD. / FOX LN.,SAN JOSE,2025-08-24
655,A1389785,SOL,KITTEN,TABBY-GRAY,,DOMESTIC MH,SPAYED,2025-06-01,0,2025-07-25,MED R,STRAY,MEDVET,,2025-08-23,ADOPTION,,HEALTHY,OAKLAND RD. / FOX LN.,SAN JOSE,2025-08-23
656,A1389785,SOL,KITTEN,TABBY-GRAY,,DOMESTIC MH,SPAYED,2025-06-01,0,2025-08-30,HEALTHY,RETURN,OTC,,2025-08-31,ADOPTION,,HEALTHY,,SANTA CLARA,2025-08-31
657,A1389786,GIORGIO,KITTEN,ORANGE,,DOMESTIC MH,MALE,2025-04-25,0,2025-07-25,MED SEV,STRAY,MEDVET,,2025-07-30,EUTH,,MED SEV,OAKLAND RD. / FOX LN.,SAN JOSE,2025-07-30
658,A1389787,DAISY,DOG,WHITE,,CHIHUAHUA SH,SPAYED,2023-08-01,2,2025-07-25,MED M,STRAY,OTC,,2025-08-13,ADOPTION,,MED M,LEAN AVE/BEEGUM DR,SAN JOSE,2025-08-13
659,A1389797,,KITTEN,PT-LYNX,WHITE,DOMESTIC SH,SPAYED,2025-05-11,0,2025-07-25,HEALTHY,STRAY,OTC,,2025-07-30,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2025-07-30
660,A1389809,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2019-07-25,6,2025-07-25,MED SEV,STRAY,OTC,,2025-07-29,EUTH,,MED SEV,W HUMBOLT/ SHERMAN ST,SAN JOSE,2025-07-29
661,A1389819,JEYKO,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2024-01-25,1,2025-07-25,MED R,STRAY,OTC,,2025-08-07,ADOPTION,,HEALTHY,AVANA / TULLY RD,SAN JOSE,2025-08-07
662,A1389819,JEYKO,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2024-01-25,1,2025-09-25,HEALTHY,STRAY,OTC,,2025-09-26,RTO,,HEALTHY,MCKEE RD/JACKSON AVE,SAN JOSE,2025-09-26
663,A1389821,CHUY,DOG,BRINDLE-TN,CREAM,CHIHUAHUA SH,NEUTERED,2024-07-25,1,2025-07-25,HEALTHY,STRAY,FIELD,,2025-07-30,RTO,,HEALTHY,ALMADEN EXP/ VIA MONTE,SAN JOSE,2025-07-31
664,A1389822,JACK SPARROW,DOG,TAN,WHITE,CAIRN TERRIER,NEUTERED,2024-07-25,1,2025-07-25,HEALTHY,STRAY,FIELD,,2025-07-30,RTO,,HEALTHY,ALMADEN EXP/ VIA MONTE,SAN JOSE,2025-07-31
665,A1389823,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,,2025-07-25,MED EMERG,STRAY,FIELD,,2025-07-27,EUTH,,MED SEV,PALACIO CT / EL RANCHO VERDE DR,SAN JOSE,2025-07-27
666,A1389824,ROCKY,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2024-02-20,1,2025-07-26,HEALTHY,STRAY,FIELD,,2025-09-06,ADOPTION,,HEALTHY,AMES AVE X MILPITAS BLVD,MILPITAS,2025-09-06
667,A1389828,,CAT,GRAY,,DOMESTIC SH,SPAYED,,,2025-07-26,PREGNANT,STRAY,OTC,,2025-07-30,RTF,,FERAL,SINGLETON RD/ WOOL AVE,SAN JOSE,2025-07-30
668,A1389838,,PUPPY,BROWN,WHITE,POINTER,MALE,2025-04-26,0,2025-07-26,HEALTHY,STRAY,OTC,,2025-07-31,RESCUE,,HEALTHY,STORY RD/ROBERTS AVE,SAN JOSE,2025-07-31
669,A1389839,,PUPPY,BLACK,WHITE,POINTER,MALE,2025-04-26,0,2025-07-26,HEALTHY,STRAY,OTC,,2025-07-31,RESCUE,,HEALTHY,STORY RD/ROBERTS AVE,SAN JOSE,2025-07-31
670,A1389840,,PUPPY,BLACK,WHITE,POINTER,MALE,2025-04-26,0,2025-07-26,HEALTHY,STRAY,OTC,,2025-07-31,RESCUE,,HEALTHY,STORY RD/ROBERTS AVE,SAN JOSE,2025-07-31
671,A1389841,,DOG,BROWN,,PARSON RUSS TER,FEMALE,2025-01-26,0,2025-07-26,HEALTHY,STRAY,OTC,,2025-07-31,RESCUE,,HEALTHY,STORY/ MCLAUGHLIN AVE,SAN JOSE,2025-07-31
672,A1389845,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,,,2025-07-26,MED R,STRAY,OTC,,2025-07-29,RTF,,BEH M,PFEIFLE AVE/FEHREN DR,SAN JOSE,2025-07-29
673,A1389846,,KITTEN,WHITE,,DOMESTIC SH,MALE,2025-07-22,0,2025-07-26,NURSING,STRAY,OTC,,2025-08-08,DIED,,MED SEV,CHATEAU LA SALLE DR,SAN JOSE,2025-08-11
674,A1389847,,PUPPY,BLACK,,PARSON RUSS TER,MALE,2025-06-21,0,2025-07-26,HEALTHY,STRAY,OTC,,2025-07-29,RESCUE,,HEALTHY,MOORPARK/ SARATOGA AVE,SAN JOSE,2025-07-29
675,A1389848,,PUPPY,BROWN,BLACK,PARSON RUSS TER,MALE,2025-06-21,0,2025-07-26,HEALTHY,STRAY,OTC,,2025-07-29,RESCUE,,HEALTHY,MOORPARK/ SARATOGA AVE,SAN JOSE,2025-07-31
676,A1389853,PEARL,DOG,WHITE,,CHIHUAHUA SH,FEMALE,2012-07-26,13,2025-07-26,MED R,STRAY,OTC,,2025-08-06,RESCUE,,MED R,HANNAH ST/HANNAH CT,SAN JOSE,2025-08-06
677,A1389865,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2022-07-27,3,2025-07-27,MED EMERG,STRAY,FIELD,,2025-07-27,DIED,,MED EMERG,KING RD,SAN JOSE,2025-07-29
678,A1389877,,KITTEN,TORTIE-B\O,,DOMESTIC MH,FEMALE,2025-05-27,0,2025-07-27,MED R,STRAY,MEDVET,,2025-07-31,TRANSFER,,MED R,1400 BLOCK KINSPORT LN,SAN JOSE,2025-07-31
679,A1389879,,CAT,PT-SEAL,,DOMESTIC SH,SPAYED,,,2025-07-27,PREGNANT,STRAY,OTC,,2025-07-29,RTF,,FERAL,WILLIAMSBURG DR/WINCHESTER BLVD,SAN JOSE,2025-07-29
680,A1389880,,KITTEN,GRAY,,DOMESTIC SH,UNKNOWN,2025-05-27,0,2025-07-21,MED SEV,STRAY,OTC,,2025-07-27,EUTH,,MED SEV,5700 BLOCK WINFIELD BLVD,SAN JOSE,2025-07-27
681,A1389881,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-07-27,1,2025-07-27,MED SEV,STRAY,MEDVET,,2025-07-27,EUTH,,MED SEV,KING X LAS PLUMAS,SAN JOSE,2025-10-17
682,A1389882,,CAT,GRAY,,DOMESTIC SH,FEMALE,2024-07-27,1,2025-07-21,MED SEV,STRAY,MEDVET,,2025-07-27,EUTH,,MED SEV,CALVERT DR,SAN JOSE,2025-07-27
683,A1389883,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2024-07-27,1,2025-07-21,MED SEV,STRAY,OTC,,2025-07-27,EUTH,,MED SEV,HYDE / BOLLINGER,SAN JOSE,2025-09-16
684,A1389885,HAZEL,DOG,TAN,,CHIHUAHUA LH,SPAYED,2022-07-27,3,2025-07-27,HEALTHY,STRAY,FIELD,,2025-08-13,ADOPTION,,HEALTHY,ALMADEN EXPY X MCABEE RD,SAN JOSE,2025-08-13
685,A1389887,,KITTEN,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-05-19,0,2025-07-27,MED SEV,STRAY,OTC,,2025-07-29,EUTH,,MED SEV,N WHITE RD/ALVIENA DR,SAN JOSE,2025-08-05
686,A1389888,ODYSSEUS,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-05-19,0,2025-07-27,MED SEV,STRAY,OTC,,2025-08-24,ADOPTION,,MED SEV,N WHITE RD/ALVIENA DR,SAN JOSE,2025-08-24
687,A1389892,ORVILLE PECK,OTHER,GOLD,WHITE,RABBIT SH,NEUTERED,2023-07-28,2,2025-07-27,HEALTHY,STRAY,OTC,,2025-12-15,RESCUE,,HEALTHY,STORY X N LUCRETIA,SAN JOSE,2025-12-15
688,A1389895,WOODY,DOG,TAN,,DACHSHUND,NEUTERED,2021-07-27,4,2025-07-27,HEALTHY,STRAY,OTC,,2025-08-07,ADOPTION,,HEALTHY,EASTRIDGE DR X MCKEE RD,SAN JOSE,2025-08-07
689,A1389897,GHOST,CAT,PT-CHOC,,DOMESTIC SH,NEUTERED,2019-07-27,6,2025-07-27,MED R,STRAY,OTC,,2025-08-05,RTF,,MED R,N 15TH ST X E ST JAMES ST,SAN JOSE,2025-08-15
690,A1389898,,DOG,BLACK,TAN,IRISH TERRIER,MALE,2022-07-27,3,2025-07-27,HEALTHY,STRAY,OTC,,2025-07-31,RESCUE,,HEALTHY,STORY X WHITE RD,SAN JOSE,2025-07-31
691,A1389899,,DOG,BROWN,WHITE,IRISH TERRIER,FEMALE,2022-07-27,3,2025-07-27,HEALTHY,STRAY,OTC,,2025-07-31,RESCUE,,HEALTHY,STORY X WHITE RD,SAN JOSE,2025-07-31
692,A1389900,NEWT,DOG,WHITE,,WELSH CORGI PEM,MALE,2024-07-27,1,2025-07-27,HEALTHY,CONFISCATE,POLICE,,,,,,,SAN JOSE,2025-10-09
693,A1389904,BUTTONS,DOG,WHITE,,CHIHUAHUA SH,FEMALE,2024-07-30,1,2025-07-27,MED R,STRAY,FIELD,,2025-08-04,TRANSFER,,MED R,YAKIMA CIR X SHADOWFAX DR,SAN JOSE,2025-08-04
694,A1389905,SIETE,DOG,BLACK,BROWN,CHIHUAHUA SH,NEUTERED,2024-07-27,1,2025-07-27,HEALTHY,STRAY,FIELD,,2025-08-09,ADOPTION,,HEALTHY,MACKLIN CT / GLEN FIRTH DR,SAN JOSE,2025-08-09
695,A1389908,GUERA,DOG,BROWN,WHITE,BORDER COLLIE,FEMALE,2023-07-27,2,2025-07-27,HEALTHY,STRAY,OTC,,,,,,TULLY RD/CAPITOL EXPY,SAN JOSE,2025-08-02
696,A1389909,,DOG,BROWN,WHITE,PIT BULL,MALE,2024-11-27,1,2025-07-27,HEALTHY,STRAY,OTC,,,,,,BERRYESSA/CAPITOL,SAN JOSE,2025-09-30
697,A1389911,BOB,KITTEN,ORANGE,WHITE,DOMESTIC SH,NEUTERED,2025-07-01,0,2025-07-27,MED R,STRAY,FIELD,,2025-08-29,ADOPTION,,MED R,MABURY RD/ CREEKLAND CIR,SAN JOSE,2025-08-29
698,A1389912,,KITTEN,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2025-07-01,0,2025-07-27,NURSING,STRAY,FIELD,,2025-07-28,DIED,,NURSING,MABURY RD/ CREEKLAND CIR,SAN JOSE,2025-07-30
699,A1389927,,DOG,BLACK,WHITE,WELSH CORGI PEM,NEUTERED,2013-07-28,12,2025-07-27,MED EMERG,STRAY,MEDVET,,2025-07-28,DIED,,MED EMERG,CAPITOL EXPY / PEARL AVE,SAN JOSE,2025-07-30
700,A1389928,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-07-28,1,2025-07-27,MED SEV,STRAY,MEDVET,,2025-07-28,EUTH,,MED SEV,MONTEREY RD,SAN JOSE,2025-07-28
701,A1389930,HAMBURGER,DOG,BRINDLE-BN,,FRENCH BULLDOG,NEUTERED,2023-07-28,2,2025-07-28,HEALTHY,STRAY,OTC,,2025-08-01,ADOPTION,,HEALTHY,N 18TH ST,SAN JOSE,2025-08-01
702,A1389936,,DOG,TRICOLOR,,BEAGLE,NEUTERED,2023-07-28,2,2025-07-28,MED R,STRAY,OTC,,2025-08-01,RESCUE,,MED R,DELRIDGE DR/COYOTE CREEK DR,SAN JOSE,2025-08-01
703,A1389939,ANNA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-04-28,0,2025-07-28,MED R,STRAY,OTC,,2025-08-17,ADOPTION,,HEALTHY,ALUM ROCK AVE/FLEMING AVE,SAN JOSE,2025-08-17
704,A1389940,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-05-28,0,2025-07-28,MED SEV,STRAY,OTC,,2025-08-06,DIED,,MED SEV,ALUM ROCK AVE/FLEMING AVE,SAN JOSE,2025-08-13
705,A1389941,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-05-28,0,2025-07-28,MED SEV,STRAY,OTC,,2025-07-30,EUTH,,MED SEV,ALUM ROCK AVE/FLEMING AVE,SAN JOSE,2025-08-05
706,A1389944,,KITTEN,TABBY-BUFF,,DOMESTIC SH,SPAYED,2025-05-28,0,2025-07-28,MED R,STRAY,OTC,,2025-08-07,ADOPTION,,MED R,YERBA BUENA RD/SAN FELIPE RD,SAN JOSE,2025-08-07
707,A1389949,BUTTER GILL,DOG,WHITE,TAN,LABRADOR RETR,NEUTERED,2021-07-30,4,2025-07-28,HEALTHY,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,3RD ST/E ST JAMES ST,SAN JOSE,2025-08-16
708,A1389951,ROSCO,DOG,BRINDLE-BN,WHITE,ENG BULLDOG,MALE,2016-07-28,9,2025-07-28,MED R,STRAY,FIELD,,2025-07-29,RTO,,MED R,NOYO X COHASSET,SAN JOSE,2025-07-29
709,A1389955,LUCIFER,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-08-11,1,2025-07-29,HEALTHY,CONFISCATE,POLICE,,2025-07-30,RTO,,HEALTHY,,SAN JOSE,2025-07-31
710,A1389960,RED VINE,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-07-28,0,2025-07-29,NURSING,STRAY,OTC,,2025-11-02,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-11-02
711,A1389961,JUNIPER,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-07-28,0,2025-07-29,NURSING,STRAY,OTC,,2025-10-28,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-10-28
712,A1389962,WALLABY,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-07-28,0,2025-07-29,NURSING,STRAY,OTC,,2025-11-02,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-11-02
713,A1389963,LOLLIPOP,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-07-28,0,2025-07-29,NURSING,STRAY,OTC,,2025-10-29,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-10-29
714,A1389964,POPCORN,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-07-28,0,2025-07-29,NURSING,STRAY,OTC,,2025-11-02,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-11-02
715,A1389969,TOOTHLESS,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-07-17,0,2025-07-29,NURSING,STRAY,MEDVET,,2025-09-25,ADOPTION,,HEALTHY,TULLY / MONTEREY,SAN JOSE,2025-09-25
716,A1389976,,KITTEN,GRAY,WHITE,DOMESTIC SH,UNKNOWN,2025-06-29,0,2025-07-28,MED SEV,STRAY,MEDVET,,2025-07-29,EUTH,,MED SEV,MACDUEE CT,SAN JOSE,2025-07-29
717,A1389985,,KITTEN,PT-LYNX,,SIAMESE,FEMALE,2025-07-16,0,2025-07-28,MED SEV,STRAY,MEDVET,,2025-07-29,EUTH,,MED SEV,S SUNSET AVE,SAN JOSE,2025-07-29
718,A1389986,MANGO,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-04-29,0,2025-07-29,MED R,STRAY,OTC,,2025-08-03,ADOPTION,,MED R,GIMELLI WAY/GIMELLI CT,SAN JOSE,2025-08-04
719,A1390004,KORA,DOG,WHITE,,PIT BULL,SPAYED,2024-01-30,1,2025-07-29,HEALTHY,STRAY,OTC,,2025-09-14,ADOPTION,,HEALTHY,GREAT MALL DR/S MAIN ST,MILPITAS,2025-09-14
720,A1390008,,CAT,BLACK,,DOMESTIC SH,MALE,2025-03-29,0,2025-07-29,FERAL,STRAY,OTC,,2025-07-30,DIED,,FERAL,WIGAN CT/ PEMBROKE DR,SAN JOSE,2025-07-30
721,A1390013,JERRY,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-06-26,0,2025-07-29,NURSING,STRAY,OTC,,2025-08-11,EUTH,,MED SEV,OLD BAYSHORE HWY/OAKLAND RD,SAN JOSE,2025-08-11
722,A1390014,SKY,DOG,BLACK,TAN,GERM SHEPHERD,SPAYED,2024-07-29,1,2025-07-29,HEALTHY,STRAY,FIELD,,2025-07-30,RTO,,HEALTHY,MERIDIAN / BRANHAM,SAN JOSE,2025-07-30
723,A1390015,MAYA,DOG,BLACK,TAN,GERM SHEPHERD,SPAYED,2023-07-30,2,2025-07-29,HEALTHY,STRAY,FIELD,,2025-07-30,RTO,,HEALTHY,MERIDIAN / BRANHAM,SAN JOSE,2025-07-30
724,A1390070,MIKO,DOG,CREAM,,CHIHUAHUA SH,NEUTERED,2024-12-20,1,2025-07-29,MED R,STRAY,OTC,,2025-08-15,ADOPTION,,HEALTHY,MCKEE RD/ KING RD,SAN JOSE,2025-08-15
725,A1390072,PERCY,DOG,BLACK,TAN,DACHSHUND,NEUTERED,2024-07-29,1,2025-07-29,BEH M,STRAY,FIELD,,2025-08-07,ADOPTION,,BEH M,WILSHAM X PENETENCIA CREEK,SAN JOSE,2025-08-07
726,A1390073,VIOLET,DOG,BLACK,WHITE,PIT BULL,SPAYED,2020-07-30,5,2025-07-29,MED SEV,STRAY,OTC,,2026-01-07,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2026-01-07
727,A1390074,FRENCH FRY,DOG,TAN,,FRENCH BULLDOG,NEUTERED,2020-07-30,5,2025-07-29,MED R,STRAY,OTC,,2025-09-20,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-09-20
728,A1390110,DEBBIE,KITTEN,TORTIE-B\O,,DOMESTIC SH,SPAYED,2025-07-07,0,2025-07-30,MED R,STRAY,MEDVET,,2025-12-26,ADOPTION,,HEALTHY,BRIAR RIDGE DR / PALM RIDGE LN,SAN JOSE,2025-12-26
729,A1390111,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-05-30,0,2025-07-30,MED EMERG,STRAY,MEDVET,,2025-07-30,EUTH,,MED EMERG,PETER PAN AVE / BAMBI LN,SAN JOSE,2025-08-05
730,A1390112,,OTHER,WHITE,BROWN,PIGEON,UNKNOWN,,,2025-07-30,MED SEV,STRAY,OTC,,2025-08-01,DIED,,MED SEV,MT RAINER DR/MT BLANC WAY,SAN JOSE,2025-08-05
731,A1390113,PEDRO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-03-06,0,2025-07-30,HEALTHY,STRAY,FIELD,,2025-08-09,ADOPTION,,HEALTHY,E SANTA CLARA ST/ 17TH ST,SAN JOSE,2025-08-09
732,A1390117,LUCY,DOG,WHITE,BROWN,POINTER,SPAYED,2024-02-05,1,2025-07-30,HEALTHY,STRAY,OTC,,2025-08-06,ADOPTION,,HEALTHY,PAYNE AVE/WINCHESTER BLVD,SAN JOSE,2025-08-07
733,A1390118,OMAR,KITTEN,BLACK,,DOMESTIC MH,NEUTERED,2025-05-30,0,2025-07-30,MED R,STRAY,OTC,,2025-08-17,ADOPTION,,HEALTHY,BETSY WAY/JIM DR,SAN JOSE,2025-08-17
734,A1390126,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2025-07-30,MED SEV,STRAY,OTC,,2025-08-04,EUTH,,MED SEV,N 25TH ST/E JULIAN ST,SAN JOSE,2025-08-04
735,A1390139,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2025-07-30,MED R,STRAY,OTC,,2025-07-31,TRANSFER,,MED R,600 BLOCK S 8TH ST/E REED ST,SAN JOSE,2025-07-31
736,A1390143,,CAT,ORANGE,,DOMESTIC SH,SPAYED,2024-12-01,1,2025-07-30,MED R,STRAY,OTC,,2025-08-08,RTF,,BEH M,ALLENWOOD DR/ WOODS CT,SAN JOSE,2025-08-08
737,A1390156,,PUPPY,TAN,BLACK,PUG,FEMALE,2025-05-30,0,2025-07-30,HEALTHY,CONFISCATE,POLICE,,2025-08-02,RTO,,HEALTHY,,MILPITAS,2025-08-02
738,A1390158,ROSIE,DOG,BLACK,BROWN,DACHSHUND,SPAYED,2024-04-25,1,2025-07-30,HEALTHY,STRAY,OTC,,2025-08-08,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-08
739,A1390158,ROSIE,DOG,BLACK,BROWN,DACHSHUND,SPAYED,2024-04-25,1,2025-08-09,HEALTHY,RETURN,OTC,,2025-08-09,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-09
740,A1390160,NUTTER BUTTER,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-06-06,0,2025-07-30,MED SEV,STRAY,OTC,,2025-08-16,ADOPTION,,HEALTHY,HICKERSON DR / LANCELOT LN,SAN JOSE,2025-08-16
741,A1390161,DEVON,DOG,BROWN,,GERM SHEPHERD,SPAYED,2024-07-30,1,2025-07-30,HEALTHY,STRAY,OTC,,2025-10-11,ADOPTION,,HEALTHY,,SAN JOSE,2025-10-11
742,A1390161,DEVON,DOG,BROWN,,GERM SHEPHERD,SPAYED,2024-07-30,1,2025-10-22,BEH M,RETURN,OTC,,2025-10-28,RESCUE,,BEH M,,SAN JOSE,2025-10-30
743,A1390163,,PUPPY,BLACK,WHITE,PIT BULL,FEMALE,2025-05-18,0,2025-07-30,HEALTHY,OWNER SUR,FIELD,TOO MANY,2025-07-31,TRANSFER,,HEALTHY,,SAN JOSE,2025-07-31
744,A1390164,,PUPPY,GRAY,WHITE,PIT BULL,FEMALE,2025-05-18,0,2025-07-30,HEALTHY,OWNER SUR,FIELD,TOO MANY,2025-07-31,TRANSFER,,HEALTHY,,SAN JOSE,2025-07-31
745,A1390165,,PUPPY,TAN,WHITE,PIT BULL,FEMALE,2025-05-18,0,2025-07-30,HEALTHY,OWNER SUR,FIELD,TOO MANY,2025-07-31,TRANSFER,,HEALTHY,,SAN JOSE,2025-07-31
746,A1390167,POPPY,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2022-07-30,3,2025-07-30,HEALTHY,STRAY,OTC,,2025-10-04,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-10-04
747,A1390168,RANI,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-04-30,0,2025-07-30,MED R,STRAY,OTC,,2025-08-19,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-19
748,A1390168,RANI,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-04-30,0,2025-08-20,HEALTHY,RETURN,OTC,,2025-08-26,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-26
749,A1390169,STRATO,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-04-30,0,2025-07-30,MED R,STRAY,OTC,,2025-08-27,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-27
750,A1390221,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-02,1,2025-07-31,HEALTHY,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-17
751,A1390222,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-17,0,2025-07-31,NURSING,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-17
752,A1390223,,KITTEN,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-17,0,2025-07-31,NURSING,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-17
753,A1390224,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-17,0,2025-07-31,NURSING,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-17
754,A1390225,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-17,0,2025-07-31,NURSING,STRAY,OTC,,2025-08-17,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-17
755,A1390240,COLADA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-05-31,0,2025-07-31,MED R,STRAY,MEDVET,,2025-08-15,ADOPTION,,HEALTHY,BARRETT AVE. / UNION AVE.,SAN JOSE,2025-08-15
756,A1390241,LEO,DOG,BLACK,BROWN,MIN PINSCHER,NEUTERED,2024-02-01,1,2025-07-31,MED R,STRAY,OTC,,2025-08-07,ADOPTION,,MED R,MONTAGUE EXPY/E CAPITOL AVE,MILPITAS,2025-08-07
757,A1390250,,CAT,TABBY-BRN,,DOMESTIC LH,FEMALE,2017-07-31,8,2025-07-31,MED SEV,STRAY,OTC,,2025-08-06,EUTH,,MED SEV,MORRILL AVE/CROPLEY AVE,SAN JOSE,2025-08-06
758,A1390255,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-07-07,0,2025-07-31,NURSING,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,STORY RR/ADRIAN WAY,SAN JOSE,2025-08-31
759,A1390259,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-07,0,2025-07-31,NURSING,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,STORY RR/ADRIAN WAY,SAN JOSE,2025-08-31
760,A1390261,ARIEL,DOG,GRAY,WHITE,ALASKAN HUSKY,SPAYED,2024-02-01,1,2025-08-01,HEALTHY,STRAY,OTC,,2025-08-20,ADOPTION,,HEALTHY,FLANIGAN DR/FONTAINE RD,SAN JOSE,2025-08-20
761,A1390285,LABUBU,DOG,WHITE,ORANGE,SIBERIAN HUSKY,SPAYED,2024-07-31,1,2025-07-31,HEALTHY,STRAY,FIELD,,2025-08-15,ADOPTION,,HEALTHY,0 BLOCK WASHINGTON SQ,MILPITAS,2025-08-15
762,A1390286,SLIM,DOG,WHITE,,POODLE TOY,NEUTERED,2022-08-05,3,2025-07-31,MED M,STRAY,FIELD,,2025-08-11,RTO,,MED M,0 BLOCK E ROSEMARY,SAN JOSE,2025-08-11
